Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Chengdu,PM2.5,2/20/2017 5:00,2017,2,20,5,137,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 6:00,2017,2,20,6,137,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 7:00,2017,2,20,7,135,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 8:00,2017,2,20,8,146,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 9:00,2017,2,20,9,162,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 10:00,2017,2,20,10,170,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 11:00,2017,2,20,11,178,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 12:00,2017,2,20,12,183,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 13:00,2017,2,20,13,147,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 14:00,2017,2,20,14,101,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 15:00,2017,2,20,15,71,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 16:00,2017,2,20,16,83,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 17:00,2017,2,20,17,72,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 18:00,2017,2,20,18,69,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 19:00,2017,2,20,19,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 20:00,2017,2,20,20,70,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 21:00,2017,2,20,21,64,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 22:00,2017,2,20,22,71,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/20/2017 23:00,2017,2,20,23,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 0:00,2017,2,21,0,64,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 1:00,2017,2,21,1,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 2:00,2017,2,21,2,51,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 3:00,2017,2,21,3,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 4:00,2017,2,21,4,76,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 5:00,2017,2,21,5,68,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 6:00,2017,2,21,6,76,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 7:00,2017,2,21,7,67,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 8:00,2017,2,21,8,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2/21/2017 9:00,2017,2,21,9,17,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 10:00,2017,2,21,10,15,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 11:00,2017,2,21,11,17,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 12:00,2017,2,21,12,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 13:00,2017,2,21,13,25,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 14:00,2017,2,21,14,23,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 15:00,2017,2,21,15,29,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 16:00,2017,2,21,16,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 17:00,2017,2,21,17,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 18:00,2017,2,21,18,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 19:00,2017,2,21,19,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 20:00,2017,2,21,20,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 21:00,2017,2,21,21,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 22:00,2017,2,21,22,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/21/2017 23:00,2017,2,21,23,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 0:00,2017,2,22,0,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 1:00,2017,2,22,1,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 2:00,2017,2,22,2,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 3:00,2017,2,22,3,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 4:00,2017,2,22,4,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 5:00,2017,2,22,5,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 6:00,2017,2,22,6,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 7:00,2017,2,22,7,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 8:00,2017,2,22,8,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 9:00,2017,2,22,9,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 10:00,2017,2,22,10,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 11:00,2017,2,22,11,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 12:00,2017,2,22,12,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 13:00,2017,2,22,13,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 14:00,2017,2,22,14,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 15:00,2017,2,22,15,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 16:00,2017,2,22,16,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 17:00,2017,2,22,17,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 18:00,2017,2,22,18,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 19:00,2017,2,22,19,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 20:00,2017,2,22,20,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 21:00,2017,2,22,21,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 22:00,2017,2,22,22,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/22/2017 23:00,2017,2,22,23,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 0:00,2017,2,23,0,45,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 1:00,2017,2,23,1,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 2:00,2017,2,23,2,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 3:00,2017,2,23,3,32,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 4:00,2017,2,23,4,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 5:00,2017,2,23,5,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 6:00,2017,2,23,6,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 7:00,2017,2,23,7,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 8:00,2017,2,23,8,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 9:00,2017,2,23,9,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 10:00,2017,2,23,10,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 11:00,2017,2,23,11,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 12:00,2017,2,23,12,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 13:00,2017,2,23,13,45,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 14:00,2017,2,23,14,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 15:00,2017,2,23,15,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 16:00,2017,2,23,16,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 17:00,2017,2,23,17,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 18:00,2017,2,23,18,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 19:00,2017,2,23,19,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 20:00,2017,2,23,20,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 21:00,2017,2,23,21,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 22:00,2017,2,23,22,45,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/23/2017 23:00,2017,2,23,23,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 0:00,2017,2,24,0,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 1:00,2017,2,24,1,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 2:00,2017,2,24,2,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 3:00,2017,2,24,3,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 4:00,2017,2,24,4,44,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 5:00,2017,2,24,5,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 6:00,2017,2,24,6,51,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 7:00,2017,2,24,7,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 8:00,2017,2,24,8,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 9:00,2017,2,24,9,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 10:00,2017,2,24,10,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 11:00,2017,2,24,11,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 12:00,2017,2,24,12,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 13:00,2017,2,24,13,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 14:00,2017,2,24,14,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 15:00,2017,2,24,15,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 16:00,2017,2,24,16,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 17:00,2017,2,24,17,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 18:00,2017,2,24,18,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 19:00,2017,2,24,19,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 20:00,2017,2,24,20,65,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 21:00,2017,2,24,21,70,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 22:00,2017,2,24,22,71,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/24/2017 23:00,2017,2,24,23,70,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 0:00,2017,2,25,0,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 1:00,2017,2,25,1,69,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 2:00,2017,2,25,2,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 3:00,2017,2,25,3,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 4:00,2017,2,25,4,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 5:00,2017,2,25,5,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 6:00,2017,2,25,6,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 7:00,2017,2,25,7,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 8:00,2017,2,25,8,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 9:00,2017,2,25,9,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 10:00,2017,2,25,10,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 11:00,2017,2,25,11,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 12:00,2017,2,25,12,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 13:00,2017,2,25,13,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 14:00,2017,2,25,14,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 15:00,2017,2,25,15,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 16:00,2017,2,25,16,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 17:00,2017,2,25,17,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 18:00,2017,2,25,18,44,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 19:00,2017,2,25,19,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 20:00,2017,2,25,20,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 21:00,2017,2,25,21,68,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 22:00,2017,2,25,22,68,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/25/2017 23:00,2017,2,25,23,62,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 0:00,2017,2,26,0,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 1:00,2017,2,26,1,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 2:00,2017,2,26,2,73,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 3:00,2017,2,26,3,74,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 4:00,2017,2,26,4,71,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 5:00,2017,2,26,5,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 6:00,2017,2,26,6,73,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 7:00,2017,2,26,7,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 8:00,2017,2,26,8,80,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 9:00,2017,2,26,9,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 10:00,2017,2,26,10,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 11:00,2017,2,26,11,90,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 12:00,2017,2,26,12,73,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 13:00,2017,2,26,13,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 14:00,2017,2,26,14,79,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 15:00,2017,2,26,15,71,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 16:00,2017,2,26,16,69,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 17:00,2017,2,26,17,65,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 18:00,2017,2,26,18,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 19:00,2017,2,26,19,64,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 20:00,2017,2,26,20,74,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 21:00,2017,2,26,21,85,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 22:00,2017,2,26,22,81,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/26/2017 23:00,2017,2,26,23,89,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 0:00,2017,2,27,0,101,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 1:00,2017,2,27,1,104,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 2:00,2017,2,27,2,108,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 3:00,2017,2,27,3,101,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 4:00,2017,2,27,4,104,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 5:00,2017,2,27,5,103,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 6:00,2017,2,27,6,102,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 7:00,2017,2,27,7,123,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 8:00,2017,2,27,8,125,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 9:00,2017,2,27,9,110,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 10:00,2017,2,27,10,97,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 11:00,2017,2,27,11,86,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 12:00,2017,2,27,12,86,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 13:00,2017,2,27,13,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 14:00,2017,2,27,14,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 15:00,2017,2,27,15,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 16:00,2017,2,27,16,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 17:00,2017,2,27,17,44,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 18:00,2017,2,27,18,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 19:00,2017,2,27,19,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 20:00,2017,2,27,20,55,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 21:00,2017,2,27,21,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 22:00,2017,2,27,22,51,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/27/2017 23:00,2017,2,27,23,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 0:00,2017,2,28,0,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 1:00,2017,2,28,1,55,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 2:00,2017,2,28,2,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 3:00,2017,2,28,3,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 4:00,2017,2,28,4,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 5:00,2017,2,28,5,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 6:00,2017,2,28,6,62,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 7:00,2017,2,28,7,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 8:00,2017,2,28,8,73,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 9:00,2017,2,28,9,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 10:00,2017,2,28,10,95,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 11:00,2017,2,28,11,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 12:00,2017,2,28,12,65,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 13:00,2017,2,28,13,69,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 14:00,2017,2,28,14,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 15:00,2017,2,28,15,69,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 16:00,2017,2,28,16,68,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 17:00,2017,2,28,17,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 18:00,2017,2,28,18,67,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 19:00,2017,2,28,19,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 20:00,2017,2,28,20,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 21:00,2017,2,28,21,96,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 22:00,2017,2,28,22,120,µg/m³,1 Hr,Valid
Chengdu,PM2.5,2/28/2017 23:00,2017,2,28,23,123,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 0:00,2017,3,1,0,121,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 1:00,2017,3,1,1,126,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 2:00,2017,3,1,2,129,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 3:00,2017,3,1,3,144,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 4:00,2017,3,1,4,139,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 5:00,2017,3,1,5,133,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 6:00,2017,3,1,6,124,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 7:00,2017,3,1,7,124,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 8:00,2017,3,1,8,134,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 9:00,2017,3,1,9,139,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 10:00,2017,3,1,10,102,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 11:00,2017,3,1,11,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 12:00,2017,3,1,12,74,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 13:00,2017,3,1,13,72,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 14:00,2017,3,1,14,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 15:00,2017,3,1,15,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 16:00,2017,3,1,16,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 17:00,2017,3,1,17,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 18:00,2017,3,1,18,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 19:00,2017,3,1,19,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 20:00,2017,3,1,20,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 21:00,2017,3,1,21,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 22:00,2017,3,1,22,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/1/2017 23:00,2017,3,1,23,65,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 0:00,2017,3,2,0,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 1:00,2017,3,2,1,80,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 2:00,2017,3,2,2,74,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 3:00,2017,3,2,3,73,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 4:00,2017,3,2,4,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 5:00,2017,3,2,5,65,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 6:00,2017,3,2,6,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 7:00,2017,3,2,7,72,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 8:00,2017,3,2,8,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 9:00,2017,3,2,9,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 10:00,2017,3,2,10,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 11:00,2017,3,2,11,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 12:00,2017,3,2,12,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 13:00,2017,3,2,13,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 14:00,2017,3,2,14,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 15:00,2017,3,2,15,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 16:00,2017,3,2,16,65,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 17:00,2017,3,2,17,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 18:00,2017,3,2,18,88,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 19:00,2017,3,2,19,129,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 20:00,2017,3,2,20,102,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 21:00,2017,3,2,21,81,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 22:00,2017,3,2,22,74,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/2/2017 23:00,2017,3,2,23,68,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 0:00,2017,3,3,0,64,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 1:00,2017,3,3,1,67,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 2:00,2017,3,3,2,69,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 3:00,2017,3,3,3,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 4:00,2017,3,3,4,79,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 5:00,2017,3,3,5,83,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 6:00,2017,3,3,6,79,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 7:00,2017,3,3,7,80,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 8:00,2017,3,3,8,84,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 9:00,2017,3,3,9,94,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 10:00,2017,3,3,10,76,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 11:00,2017,3,3,11,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 12:00,2017,3,3,12,70,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 13:00,2017,3,3,13,76,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 14:00,2017,3,3,14,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 15:00,2017,3,3,15,74,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 16:00,2017,3,3,16,76,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 17:00,2017,3,3,17,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 18:00,2017,3,3,18,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,3/3/2017 19:00,2017,3,3,19,78,µg/m³,1 Hr,Valid
