Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Chengdu,PM2.5,4/11/2017 22:00,2017,4,11,22,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/11/2017 23:00,2017,4,11,23,29,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 0:00,2017,4,12,0,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 1:00,2017,4,12,1,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 2:00,2017,4,12,2,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 3:00,2017,4,12,3,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 4:00,2017,4,12,4,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 5:00,2017,4,12,5,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 6:00,2017,4,12,6,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 7:00,2017,4,12,7,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 8:00,2017,4,12,8,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 9:00,2017,4,12,9,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 10:00,2017,4,12,10,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 11:00,2017,4,12,11,24,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 12:00,2017,4,12,12,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/12/2017 13:00,2017,4,12,13,25,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 14:00,2017,4,12,14,22,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 15:00,2017,4,12,15,24,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 16:00,2017,4,12,16,25,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 17:00,2017,4,12,17,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 18:00,2017,4,12,18,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 19:00,2017,4,12,19,32,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 20:00,2017,4,12,20,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 21:00,2017,4,12,21,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 22:00,2017,4,12,22,45,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/12/2017 23:00,2017,4,12,23,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 0:00,2017,4,13,0,44,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 1:00,2017,4,13,1,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 2:00,2017,4,13,2,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 3:00,2017,4,13,3,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 4:00,2017,4,13,4,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 5:00,2017,4,13,5,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 6:00,2017,4,13,6,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 7:00,2017,4,13,7,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 8:00,2017,4,13,8,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 9:00,2017,4,13,9,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 10:00,2017,4,13,10,44,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 11:00,2017,4,13,11,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 12:00,2017,4,13,12,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 13:00,2017,4,13,13,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 14:00,2017,4,13,14,32,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 15:00,2017,4,13,15,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 16:00,2017,4,13,16,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 17:00,2017,4,13,17,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 18:00,2017,4,13,18,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/13/2017 19:00,2017,4,13,19,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 20:00,2017,4,13,20,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 21:00,2017,4,13,21,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 22:00,2017,4,13,22,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/13/2017 23:00,2017,4,13,23,55,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 0:00,2017,4,14,0,67,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 1:00,2017,4,14,1,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 2:00,2017,4,14,2,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/14/2017 3:00,2017,4,14,3,62,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 4:00,2017,4,14,4,65,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 5:00,2017,4,14,5,77,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 6:00,2017,4,14,6,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 7:00,2017,4,14,7,74,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 8:00,2017,4,14,8,80,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 9:00,2017,4,14,9,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 10:00,2017,4,14,10,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 11:00,2017,4,14,11,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 12:00,2017,4,14,12,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 13:00,2017,4,14,13,32,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 14:00,2017,4,14,14,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 15:00,2017,4,14,15,32,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 16:00,2017,4,14,16,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 17:00,2017,4,14,17,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 18:00,2017,4,14,18,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 19:00,2017,4,14,19,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 20:00,2017,4,14,20,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 21:00,2017,4,14,21,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 22:00,2017,4,14,22,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/14/2017 23:00,2017,4,14,23,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 0:00,2017,4,15,0,68,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 1:00,2017,4,15,1,73,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 2:00,2017,4,15,2,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/15/2017 3:00,2017,4,15,3,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 4:00,2017,4,15,4,77,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 5:00,2017,4,15,5,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 6:00,2017,4,15,6,68,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 7:00,2017,4,15,7,79,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 8:00,2017,4,15,8,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 9:00,2017,4,15,9,79,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 10:00,2017,4,15,10,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 11:00,2017,4,15,11,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 12:00,2017,4,15,12,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 13:00,2017,4,15,13,51,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 14:00,2017,4,15,14,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 15:00,2017,4,15,15,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 16:00,2017,4,15,16,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 17:00,2017,4,15,17,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 18:00,2017,4,15,18,51,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 19:00,2017,4,15,19,67,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 20:00,2017,4,15,20,71,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 21:00,2017,4,15,21,79,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 22:00,2017,4,15,22,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/15/2017 23:00,2017,4,15,23,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 0:00,2017,4,16,0,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 1:00,2017,4,16,1,45,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 2:00,2017,4,16,2,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 3:00,2017,4,16,3,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 4:00,2017,4,16,4,22,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 5:00,2017,4,16,5,23,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 6:00,2017,4,16,6,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 7:00,2017,4,16,7,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 8:00,2017,4,16,8,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 9:00,2017,4,16,9,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 10:00,2017,4,16,10,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 11:00,2017,4,16,11,29,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 12:00,2017,4,16,12,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 13:00,2017,4,16,13,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 14:00,2017,4,16,14,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 15:00,2017,4,16,15,20,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 16:00,2017,4,16,16,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 17:00,2017,4,16,17,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 18:00,2017,4,16,18,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 19:00,2017,4,16,19,45,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 20:00,2017,4,16,20,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 21:00,2017,4,16,21,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 22:00,2017,4,16,22,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/16/2017 23:00,2017,4,16,23,22,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 0:00,2017,4,17,0,14,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 1:00,2017,4,17,1,17,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 2:00,2017,4,17,2,20,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 3:00,2017,4,17,3,20,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 4:00,2017,4,17,4,24,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 5:00,2017,4,17,5,23,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 6:00,2017,4,17,6,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 7:00,2017,4,17,7,29,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 8:00,2017,4,17,8,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 9:00,2017,4,17,9,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 10:00,2017,4,17,10,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 11:00,2017,4,17,11,45,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 12:00,2017,4,17,12,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 13:00,2017,4,17,13,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 14:00,2017,4,17,14,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 15:00,2017,4,17,15,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 16:00,2017,4,17,16,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/17/2017 17:00,2017,4,17,17,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 18:00,2017,4,17,18,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 19:00,2017,4,17,19,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 20:00,2017,4,17,20,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 21:00,2017,4,17,21,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 22:00,2017,4,17,22,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/17/2017 23:00,2017,4,17,23,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 0:00,2017,4,18,0,69,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 1:00,2017,4,18,1,69,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 2:00,2017,4,18,2,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 3:00,2017,4,18,3,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/18/2017 4:00,2017,4,18,4,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/18/2017 5:00,2017,4,18,5,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/18/2017 6:00,2017,4,18,6,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/18/2017 7:00,2017,4,18,7,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/18/2017 8:00,2017,4,18,8,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/18/2017 9:00,2017,4,18,9,109,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 10:00,2017,4,18,10,83,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 11:00,2017,4,18,11,65,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 12:00,2017,4,18,12,64,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 13:00,2017,4,18,13,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 14:00,2017,4,18,14,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 15:00,2017,4,18,15,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 16:00,2017,4,18,16,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 17:00,2017,4,18,17,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 18:00,2017,4,18,18,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 19:00,2017,4,18,19,51,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 20:00,2017,4,18,20,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 21:00,2017,4,18,21,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 22:00,2017,4,18,22,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/18/2017 23:00,2017,4,18,23,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 0:00,2017,4,19,0,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 1:00,2017,4,19,1,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 2:00,2017,4,19,2,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 3:00,2017,4,19,3,101,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 4:00,2017,4,19,4,94,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 5:00,2017,4,19,5,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/19/2017 6:00,2017,4,19,6,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/19/2017 7:00,2017,4,19,7,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/19/2017 8:00,2017,4,19,8,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/19/2017 9:00,2017,4,19,9,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,4/19/2017 10:00,2017,4,19,10,86,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 11:00,2017,4,19,11,73,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 12:00,2017,4,19,12,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 13:00,2017,4,19,13,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 14:00,2017,4,19,14,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 15:00,2017,4,19,15,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 16:00,2017,4,19,16,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 17:00,2017,4,19,17,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 18:00,2017,4,19,18,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 19:00,2017,4,19,19,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 20:00,2017,4,19,20,70,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 21:00,2017,4,19,21,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 22:00,2017,4,19,22,25,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/19/2017 23:00,2017,4,19,23,10,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 0:00,2017,4,20,0,13,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 1:00,2017,4,20,1,13,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 2:00,2017,4,20,2,12,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 3:00,2017,4,20,3,15,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 4:00,2017,4,20,4,13,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 5:00,2017,4,20,5,17,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 6:00,2017,4,20,6,9,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 7:00,2017,4,20,7,18,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 8:00,2017,4,20,8,18,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 9:00,2017,4,20,9,19,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 10:00,2017,4,20,10,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 11:00,2017,4,20,11,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 12:00,2017,4,20,12,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 13:00,2017,4,20,13,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 14:00,2017,4,20,14,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 15:00,2017,4,20,15,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 16:00,2017,4,20,16,44,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 17:00,2017,4,20,17,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 18:00,2017,4,20,18,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 19:00,2017,4,20,19,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 20:00,2017,4,20,20,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 21:00,2017,4,20,21,44,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 22:00,2017,4,20,22,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/20/2017 23:00,2017,4,20,23,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 0:00,2017,4,21,0,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 1:00,2017,4,21,1,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 2:00,2017,4,21,2,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 3:00,2017,4,21,3,24,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 4:00,2017,4,21,4,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 5:00,2017,4,21,5,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 6:00,2017,4,21,6,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 7:00,2017,4,21,7,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 8:00,2017,4,21,8,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 9:00,2017,4,21,9,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 10:00,2017,4,21,10,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 11:00,2017,4,21,11,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 12:00,2017,4,21,12,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 13:00,2017,4,21,13,21,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 14:00,2017,4,21,14,19,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 15:00,2017,4,21,15,20,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 16:00,2017,4,21,16,19,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 17:00,2017,4,21,17,19,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 18:00,2017,4,21,18,19,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 19:00,2017,4,21,19,21,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 20:00,2017,4,21,20,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 21:00,2017,4,21,21,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 22:00,2017,4,21,22,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/21/2017 23:00,2017,4,21,23,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 0:00,2017,4,22,0,32,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 1:00,2017,4,22,1,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 2:00,2017,4,22,2,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 3:00,2017,4,22,3,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 4:00,2017,4,22,4,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 5:00,2017,4,22,5,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 6:00,2017,4,22,6,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 7:00,2017,4,22,7,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 8:00,2017,4,22,8,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 9:00,2017,4,22,9,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 10:00,2017,4,22,10,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 11:00,2017,4,22,11,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 12:00,2017,4,22,12,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 13:00,2017,4,22,13,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 14:00,2017,4,22,14,29,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 15:00,2017,4,22,15,24,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 16:00,2017,4,22,16,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 17:00,2017,4,22,17,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 18:00,2017,4,22,18,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 19:00,2017,4,22,19,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 20:00,2017,4,22,20,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 21:00,2017,4,22,21,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 22:00,2017,4,22,22,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/22/2017 23:00,2017,4,22,23,65,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 0:00,2017,4,23,0,77,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 1:00,2017,4,23,1,90,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 2:00,2017,4,23,2,96,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 3:00,2017,4,23,3,100,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 4:00,2017,4,23,4,95,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 5:00,2017,4,23,5,83,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 6:00,2017,4,23,6,81,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 7:00,2017,4,23,7,89,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 8:00,2017,4,23,8,100,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 9:00,2017,4,23,9,88,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 10:00,2017,4,23,10,71,µg/m³,1 Hr,Valid
Chengdu,PM2.5,4/23/2017 11:00,2017,4,23,11,65,µg/m³,1 Hr,Valid
